ID_Etudiant,Nom,Classe_ID,Notes,Absences
758,Melissa Stephens,48,4.61,0
759,Heather Woodard,48,16.22,20
760,Margaret Miller,35,14.41,1
761,Mary Kelly,39,9.63,4
762,Amanda Terrell,15,9.58,7
763,Jennifer Goodwin,32,4.21,2
764,Jessica Smith,15,3.22,8
765,Jorge Stone,18,16.67,4
766,Laura Griffin,28,0.45,20
767,Raymond Chapman,32,0.86,19
768,Haley Johnson,2,11.47,0
769,Jason Nixon,25,3.22,0
770,Todd Thomas,22,12.59,3
771,Jesse Clark,43,0.78,17
772,Mr. Jeffrey Horton,44,11.45,10
773,Eric Patrick,26,1.12,2
774,Samuel Wong,47,5.17,6
775,Carly Riggs,11,3.6,4
776,Christopher Moore,30,19.16,15
777,Tina Hall,9,11.99,18
778,Cody Davidson,40,11.27,14
779,Allen Mendez,35,0.37,5
780,Kevin Price,2,14.39,9
781,Christine Goodwin,26,13.23,10
782,Amy Garcia,38,5.67,15
783,Chelsea Nguyen,37,1.71,4
784,Dennis Huffman,43,8.98,7
785,Margaret Harper,2,19.86,1
786,Laurie Bailey,6,17.35,17
787,Lisa Cervantes,42,3.41,8
788,Elizabeth Mendez,28,16.61,20
789,Cesar Wilson,9,12.02,17
790,Clayton Steele,30,15.89,3
791,Jennifer Taylor,12,16.41,0
792,Cody Reid,4,3.64,1
793,Maria Cooke,17,13.19,3
794,Katherine Taylor,25,5.29,17
795,Jerry Brown,21,14.48,9
796,Adam Taylor,14,6.85,3
797,Tracey Wagner,30,9.07,16
798,Michael Perry PhD,21,11.81,13
799,Bradley Johnson DDS,22,4.6,4
800,Donald Medina,49,7.71,0
801,Jim Newton,25,2.17,7
802,Krista Wilson,18,4.05,0
803,Reginald Morrow,49,17.19,7
804,Rodney Williams,27,10.09,13
805,Kimberly Fritz,17,8.4,12
806,Ronald Potter,6,2.99,4
807,Zachary Cole,31,1.93,11
808,Robert Gonzales,2,9.52,20
809,Patricia Young PhD,48,12.29,9
810,Heather Page,35,0.78,7
811,Carol Taylor,4,15.68,12
812,Daniel Brown,23,10.07,3
813,Douglas Ryan,15,2.35,15
814,Michael Roberts,42,9.64,5
815,Scott Duke,5,2.61,3
816,Anna Estes,50,12.07,7
817,Tamara Riddle,42,16.55,3
818,Beth Cline,3,17.94,9
819,Michael Poole,49,15.5,11
820,Megan Burns,2,12.98,2
821,Debra Perry,16,10.44,19
822,Mark Beard,13,7.41,10
823,Jose Ramirez,2,0.87,3
824,Jackie Clements,40,10.6,11
825,Aaron Schroeder,10,4.59,2
826,Monica Ellis,16,16.05,1
827,Heather Brown,9,15.79,19
828,Claudia Jordan,31,7.62,4
829,Derrick Clayton,43,11.78,5
830,Kenneth Knight,8,14.83,13
831,Mr. Michael Williams,37,15.23,16
832,Richard Stevens,14,13.93,10
833,Scott Alexander,30,1.95,19
834,Tyler Harris,45,2.68,5
835,Bonnie Santos,17,9.54,13
836,Timothy Hill,50,4.65,4
837,Danielle Watson,24,17.18,9
838,Carol Sanders,11,5.67,19
839,Michael Young,39,17.54,9
840,Michele Smith,39,8.17,11
841,Casey Perez,48,3.78,3
842,Alexandra Dominguez,46,14.18,8
843,Virginia Henderson,8,15.79,15
844,Benjamin Reyes,50,11.56,11
845,Ashley Edwards,11,2.36,8
846,Breanna Ayala,20,0.14,2
847,Brandi Haney,7,13.09,0
848,Joseph Smith,38,13.76,4
849,Jessica Bowen,2,6.32,20
850,Brittany Jenkins,20,7.25,4
851,Shannon Miller,37,3.1,10
852,Paul Lawrence,44,13.03,4
853,Victor Edwards,25,5.07,12
854,Donald Miller,26,17.1,14
855,Lindsay Lawson,46,8.47,15
856,Melissa Abbott,13,7.31,2
857,Elizabeth Holmes,5,5.51,3
858,Nicole Phillips,38,13.61,18
859,Steven Blevins,45,15.1,13
860,Brian Porter MD,41,8.26,8
861,Vanessa Hatfield,16,15.68,4
862,Bonnie Valencia,7,9.65,2
863,Holly Vega,45,7.4,10
864,Tiffany Townsend,50,11.1,4
865,Austin Baker,20,5.08,5
866,Antonio Mccormick,44,6.13,12
867,Lori Mason,39,6.89,11
868,Michael Miller,8,14.11,10
869,Lisa Ramirez,37,14.72,15
870,Jorge Harris,3,17.1,13
871,Kimberly Myers,23,13.19,15
872,Sandra Becker,35,14.96,13
873,Michael Blair,28,8.93,19
874,Amy Miller,43,13.99,20
875,Jesse Lynch,24,3.24,10
876,Patrick Yang,5,4.29,4
877,Michael Miles,33,8.01,20
878,Troy Mills,42,6.77,7
879,Michelle Jackson,22,11.01,12
880,Richard Adams,1,13.94,13
881,Patricia Johnson,27,14.14,17
882,Denise Brown,32,3.21,15
883,Laura Jones,7,19.29,17
884,Ian Porter,28,0.11,17
885,Holly Scott,24,1.82,15
886,Kenneth Sharp,41,2.91,17
887,Jordan Williams,30,18.52,17
888,Dana Ruiz,46,8.71,7
889,Chris Velazquez,10,1.28,12
890,Kristen Sloan,28,4.44,2
891,Jennifer Morris,12,1.6,18
892,Nathan Nelson,47,0.76,13
893,Jake Shaw,34,7.69,16
894,Cassie Brock,42,19.69,18
895,Dr. Andrea Marshall,18,12.28,7
896,Ryan Murphy,40,10.42,2
897,Aimee Gonzalez,35,14.23,7
898,Elizabeth Dean,50,11.95,11
899,Kevin Snyder,31,18.91,0
900,Christie Mccullough,30,16.4,6
901,Danielle Smith,28,12.81,0
902,David Reed,47,8.78,11
903,Sherry Tapia,38,4.03,17
904,Matthew Sweeney,18,13.14,15
905,Ashley Moreno,21,16.08,4
906,Johnathan Brown,16,5.72,3
907,Michelle Davis DVM,6,0.67,1
908,Kelly Haynes,18,11.99,11
909,William Miller,29,10.32,11
910,Casey Wilkins,16,4.63,4
911,Keith Graham,49,3.39,9
912,Cynthia Green,30,0.72,14
913,Robert Haynes,37,4.79,4
914,Emily Nelson,40,0.01,17
915,Dale Chan,43,3.15,13
916,Brittney Martin,25,19.94,7
917,Jason Herrera,22,15.59,6
918,Christine Parker,2,7.06,7
919,Bryan Moore,32,7.9,1
920,Samantha Terry,21,11.72,4
921,Russell Murphy,12,10.35,3
922,David Kelly,32,14.74,4
923,Megan Green,14,1.37,12
924,Amanda Sullivan MD,23,1.8,0
925,Danielle Murray,17,5.69,13
926,Brenda Smith,22,16.6,11
927,Vickie Anderson,18,18.3,1
928,Jacqueline Mccoy,39,6.96,3
929,Lauren Green,45,19.27,18
930,Alison Brown,18,5.53,2
931,Jill Anderson,36,12.13,15
932,Sandra Rivera,1,3.89,19
933,Joel Jackson,34,18.59,5
934,Samantha Foster,13,11.5,0
935,Michael Thompson,6,5.22,4
936,Cody Ramirez,16,8.14,11
937,Amanda Harvey,47,2.13,4
938,Edward Jenkins,27,1.45,2
939,Amy Ramirez,32,5.89,7
940,Curtis Wilkerson,36,18.94,2
941,Lydia Pham,49,16.06,0
942,Virginia Casey,16,19.13,18
943,Joshua Washington,45,17.52,13
944,Kathryn Price,31,16.26,4
945,Francis Robinson,42,11.5,5
946,Paula Brown,46,13.88,15
947,Kendra Wang DVM,32,19.32,4
948,Ariel Sandoval,29,11.26,16
949,Robert Stark,2,15.4,9
950,Zachary Robinson,6,15.15,15
951,Rebecca Kelly,19,19.22,13
952,Sarah Thompson,15,9.18,10
953,Renee Wolfe,26,9.21,14
954,Alyssa Haynes,45,11.74,20
955,Kristy Hart,16,0.55,0
956,William Keith,20,2.33,9
957,Eric Henry Jr.,43,1.35,3
958,Daniel Fox,38,12.67,4
959,Thomas Harris,24,19.88,1
960,Mitchell Sellers,31,13.54,20
961,Erica Johnson,36,4.6,1
962,Sylvia Schroeder,34,6.31,19
963,Shannon Yu,23,19.11,5
964,Tom Foster,28,10.33,16
965,Eric Taylor,48,0.19,5
966,Travis Conner,36,16.64,0
967,Marie Thompson,22,4.97,12
968,Melissa Mcfarland,23,1.86,13
969,Courtney Chapman,45,13.47,14
970,Eric Barker,30,16.42,17
971,Nicholas Rush,18,1.52,8
972,Jenna Gamble,20,18.63,18
973,Amanda Guzman,17,9.53,16
974,Tracy Walker,15,7.07,9
975,Taylor Taylor,8,17.89,7
976,Cynthia Haas,47,5.38,13
977,Stephen Davis,13,18.94,5
978,Margaret Tanner,21,13.66,8
979,Derek Wright,8,18.2,2
980,David Rodriguez,48,9.98,16
981,James Oconnor,35,3.99,12
982,Stacey Snyder,49,14.71,4
983,Joshua Garcia,45,17.45,6
984,Sean Curtis,12,4.14,12
985,Carla Jones,13,4.06,19
986,Elizabeth Flores,14,4.99,1
987,Angela Jackson,48,12.37,7
988,Nicholas Payne,31,3.12,12
989,Anna Wheeler,18,2.13,5
990,Karen Johnson,47,18.4,17
991,Carmen Preston,38,13.52,19
992,Brian Harris,49,13.27,2
993,Michael Bowen,34,12.28,14
994,Deborah Campbell,39,15.28,15
995,Anthony Armstrong,19,10.83,10
996,Brittany Ward,7,0.85,20
997,Edward Stanley,13,9.65,20
998,Christina Johnson,19,12.41,12
999,Edgar Miller,15,9.85,12
1000,Elizabeth Sanders,24,19.71,5
1001,Matthew Davis MD,12,17.94,1
1002,Stephen Wood,20,17.38,11
1003,Dennis Marshall,1,9.82,20
1004,Derrick Brown,46,19.69,13
1005,Mary Miller,35,18.32,6
1006,Joshua Arellano,9,5.61,8
1007,Kristen Randall,18,4.44,3
1008,Jennifer Nichols,3,11.53,3
1009,Karen Keith,4,1.08,2
1010,Blake Orr,36,15.99,11
1011,Kathryn Lester,19,9.57,19
1012,Megan Oliver,45,10.82,10
1013,Peter Thompson,9,10.05,0
1014,Dr. Rhonda Martinez,41,7.87,7
1015,William Graham,49,13.73,9
1016,Lori Flowers MD,32,3.5,5
1017,Suzanne Jones,7,19.53,17
1018,James Nguyen,1,13.96,3
1019,Jimmy Marks,37,9.2,2
1020,Lisa Mills,19,13.78,6
1021,Jason Hernandez,31,0.24,19
1022,Olivia Ayers,31,4.22,0
1023,Kristine Garcia,29,11.62,9
1024,Joseph Cooper,22,6.51,6
1025,James Washington,12,12.26,17
1026,Amanda Hill,4,5.19,6
1027,Lee Steele,17,10.97,20
1028,Steve Rivera,31,4.74,1
1029,Patrick Mccall,8,9.43,7
1030,Alicia Roth,5,12.26,8
1031,Douglas Vasquez,26,7.32,2
1032,Annette Melton,32,9.98,18
1033,William Ramos,5,4.21,18
1034,Debra Butler,37,14.01,1
1035,Chelsea Lewis,41,7.45,18
1036,Natalie Malone,44,17.09,15
1037,Samantha Robertson,4,5.59,1
1038,Eric Hunter,10,3.6,1
1039,Samuel Suarez,10,2.62,10
1040,Corey Whitaker,37,11.52,2
1041,Danielle Bryant,20,4.57,9
1042,Michele Hill,6,2.0,0
1043,Kathy Reid,16,5.4,11
1044,Andre Watson,8,4.72,9
1045,Cassandra Harrell,36,8.64,12
1046,Hannah Martin,49,7.62,16
1047,Nicole Barker,27,2.92,6
1048,James Martin,39,19.18,10
1049,Traci Vincent,39,2.99,12
1050,Megan Adams,40,16.11,11
1051,Alejandro Deleon,15,3.53,4
1052,Alexa Buck,50,9.99,3
1053,Lindsay Smith,34,19.91,10
1054,Robert Torres,25,16.99,13
1055,Maria Coleman,29,10.34,16
1056,Gregory King,29,14.41,3
1057,Michael Holloway,20,15.71,16
1058,Brian Hunt,38,6.0,4
1059,Sarah Brooks,28,11.24,0
1060,Lisa Evans,20,11.36,18
1061,Arthur Mcneil,37,7.97,12
1062,Shannon Green,40,13.81,15
1063,Stephanie Evans,4,1.2,18
1064,Ralph Yoder,40,16.28,1
1065,Rebekah Greene,48,9.53,9
1066,Melanie Griffith,7,12.6,5
1067,Yolanda Green,49,9.0,4
1068,James Johnson,14,6.69,14
1069,Laura Lee,41,7.22,2
1070,Courtney Nichols,14,11.21,20
1071,Susan Powers,17,18.64,2
1072,Sarah Pittman,43,5.15,7
1073,Catherine Davis,6,0.4,6
1074,David Stokes,11,2.42,20
1075,Catherine Frazier,16,17.35,4
1076,Brandon Kelly,12,19.26,5
1077,Elizabeth French,36,3.98,16
1078,David Carter,5,11.52,16
1079,Julie Delacruz,11,12.98,19
1080,Terry Jones,1,3.49,20
1081,Kathryn Dillon,27,15.61,16
1082,Edwin Brown,29,7.1,10
1083,Brenda Gonzalez,45,13.46,14
1084,Keith Knox,39,9.75,4
1085,Eugene Baldwin,31,14.73,10
1086,Katherine Welch,19,17.79,9
1087,Mark Smith,3,7.62,11
1088,Philip Jackson,15,5.73,19
1089,Katherine Gallagher,19,12.63,13
1090,Lucas Schultz,46,2.9,1
1091,Vincent Reyes,19,3.35,12
1092,Curtis Watson,45,16.15,7
1093,Frank Whitaker,30,6.75,6
1094,Michael Sims,5,12.63,19
1095,Michael Cooper,44,11.43,19
1096,James Chapman,15,16.98,2
1097,Rodney Evans,17,1.43,4
1098,Nicholas Carlson,41,3.24,18
1099,Stephen Cowan,38,4.56,20
1100,Steven Howard,43,6.34,15
1101,Travis Hull,13,5.83,3
1102,Darryl Acosta,28,5.35,0
1103,Nicholas Lawrence,8,12.89,4
1104,Jacob Santos,35,5.42,9
1105,Shawn Scott,15,8.9,17
1106,Amber Vang,42,17.26,2
1107,Martha Smith,10,7.26,15
1108,Jennifer James,18,11.74,3
1109,Kara Hernandez,10,19.31,14
1110,Lorraine Turner,5,8.28,10
1111,Mary Nelson,4,3.68,5
1112,Breanna Rivas,11,0.46,9
1113,Nathan Wilson,20,14.56,5
1114,Brian Gonzalez,39,13.24,2
1115,Dennis Mills,48,18.81,8
1116,Michael Phillips,37,14.01,18
1117,Jon Clark,19,1.6,11
1118,Erin Smith,29,3.34,11
1119,Susan Conley,8,2.06,2
1120,Brittany Davis,30,1.28,2
1121,Misty Garcia,45,17.57,5
1122,David Hinton,20,10.97,14
1123,John Garcia,45,0.53,8
1124,Andrew Roberts,26,7.94,15
1125,Emily Rodgers,18,15.3,8
1126,Peter Williams,33,1.67,14
1127,Mary Jackson,35,5.25,20
1128,Jeffrey Howell,32,3.11,4
1129,Anna Briggs,29,13.1,3
1130,James Rivers,6,17.71,18
1131,James Jefferson,39,6.19,15
1132,Mariah Robles,3,4.95,1
1133,Michael Brown,28,5.68,11
1134,Caitlin Perry,48,12.53,9
1135,Rebekah Gregory,21,2.63,12
1136,James Howard,39,16.77,13
1137,Michael Roberson,17,0.57,19
1138,Bianca Knapp,2,13.27,4
1139,Jason Williams,6,17.21,14
1140,Ernest Bush,15,6.5,11
1141,Patricia Ray,44,9.52,16
1142,Vanessa Santiago,37,19.5,19
1143,Joseph Haynes,38,10.81,10
1144,Matthew Wright,2,5.45,11
1145,Michael Cruz,49,8.9,2
1146,Kristin Huerta,44,19.39,13
1147,Mason Moore,18,13.95,16
1148,Sarah Booth,37,3.54,14
1149,John Allen,3,11.95,8
1150,Amber Walker,49,12.62,1
1151,Jennifer Young,49,12.72,19
1152,Robert West,12,11.28,20
1153,Jillian Wilson,31,10.47,1
1154,Matthew Garcia MD,34,12.79,7
1155,April Davis,42,6.19,17
1156,Lisa Torres,29,6.94,0
1157,Christine Powers,18,10.79,4
1158,Heidi Brown,12,16.09,3
1159,Jesse Castro,38,8.84,9
1160,Kara Sandoval,28,7.32,12
1161,Ashley Malone,41,5.2,5
1162,Glenn Gallegos,32,6.07,18
1163,Dorothy Boyd,6,0.0,12
1164,Amber Martin,31,16.31,2
1165,Mitchell Griffith,23,16.96,7
1166,Levi Lopez,27,6.88,12
1167,Jenna Bryant,22,9.38,14
1168,Michelle Rodriguez,21,0.17,2
1169,Timothy Monroe,43,18.44,11
1170,Patricia Hayes,7,18.94,14
1171,Tina Taylor,11,9.54,14
1172,Mr. Anthony Mcconnell PhD,22,0.18,20
1173,Mr. Thomas Thompson,27,8.61,17
1174,Monica Anderson,45,5.86,14
1175,Kyle Andrade,32,4.62,3
1176,Janice Petty,19,0.14,2
1177,Pamela Hill,43,7.47,5
1178,Tracy Chavez,26,8.23,3
1179,Jason Graves,49,11.21,12
1180,Elizabeth Miles,36,7.9,13
1181,Michelle Walls,3,3.27,6
1182,Christina Weber,30,14.74,12
1183,Gregory Chambers,6,7.79,10
1184,Miss Tina Gordon,21,7.57,2
1185,Erica Wilson,17,5.26,10
1186,John Duncan,21,8.44,10
1187,Jennifer Adkins,8,4.79,19
1188,Donna Boone,50,15.29,15
1189,Kelly Johnson,26,18.2,6
1190,Michael Gonzalez,33,16.15,15
1191,Candace Mitchell,1,13.69,3
1192,Ryan Vaughn,43,5.69,8
1193,Paul Johnson,35,14.86,14
1194,Ashley Parrish,30,16.18,1
1195,Sharon Newton,27,8.26,17
1196,Cynthia Mueller,4,17.07,4
1197,Donna Beck,13,3.65,15
1198,Jasmine Frye,34,5.79,4
1199,Emily Arnold,24,12.74,20
1200,David Oliver,40,12.35,6
1201,Sheila Greer,49,5.44,10
1202,Michele Holland,32,12.46,18
1203,Kimberly Morrison,41,3.76,1
1204,Tracey Phillips,29,0.39,19
1205,Michael Lopez,49,0.99,12
1206,Jose Bennett,4,10.7,1
1207,Justin Anderson,14,3.72,11
1208,Dawn Rivera,18,2.05,13
1209,Brittney Hernandez,36,5.38,15
1210,Anthony Randolph,9,14.3,6
1211,Mary Henry,19,14.54,1
1212,Heather Bowers,29,4.66,6
1213,Daniel White,45,3.01,0
1214,Jonathan Perry,32,9.87,13
1215,Anna Walker,8,6.84,8
1216,Gary Ward,2,6.23,8
1217,Paul Moreno,41,15.99,20
1218,Samantha Zavala MD,39,19.96,5
1219,Jill Conway,16,9.27,2
1220,Lisa Haley,46,15.83,4
1221,Erica Moon,11,6.6,2
1222,Janice Fernandez,20,16.87,8
1223,Thomas Short,36,19.03,12
1224,Robert Griffin,1,1.12,2
1225,Steven Lee,36,15.51,9
1226,Tiffany Jackson,27,1.43,14
1227,Kimberly Smith,6,9.4,13
1228,Michael Ayala,15,3.84,16
1229,Jessica Garcia,8,16.83,6
1230,Michele Cherry,30,16.35,8
1231,Maria Case,8,16.57,5
1232,Brittany Stevens,42,2.44,1
1233,Brandon Brown,10,15.36,2
1234,Kristin Andrews,32,4.98,13
1235,David Hughes,46,15.42,10
1236,Jessica Smith,19,8.86,9
1237,Kimberly May,33,14.75,5
1238,Nicole Richards,46,0.67,6
1239,Angel Reilly,18,9.22,11
1240,Richard Turner,27,15.42,13
1241,Preston Kim,31,10.42,15
1242,Matthew Wells,31,19.64,15
1243,Brandy Myers,16,9.46,17
1244,Kimberly Choi,30,13.63,5
1245,Michael Sloan,36,6.24,13
1246,Monica Brooks,10,6.46,11
1247,Kristen Peters,25,12.58,18
1248,Aaron Carlson,13,0.84,12
1249,Theresa Torres,39,18.75,0
1250,Stephanie Cooper,33,10.42,17
1251,Matthew Hunt,48,5.07,19
1252,Daniel Davenport,9,12.77,6
1253,Christopher Marsh,5,3.97,2
1254,Sarah Randolph,18,17.75,18
1255,Julia Dunn MD,50,17.27,19
1256,Brett Swanson,27,4.36,4
1257,Mr. Carl Rios,22,2.26,10
1258,Manuel Mccullough,33,12.66,10
1259,Jerry Jensen,18,6.49,0
1260,Kevin Cunningham,1,3.35,4
1261,Eugene Patterson,19,5.52,14
1262,David Walker,47,2.39,4
1263,Jessica Larsen,20,15.78,15
1264,Nicholas Humphrey,38,0.18,10
1265,Ian Torres,38,0.84,3
1266,Casey Obrien,43,15.67,13
1267,Shannon Taylor,32,9.51,8
1268,Deborah Mercado,10,11.92,16
1269,Bernard Smith,29,7.43,0
1270,Amanda Perkins,35,1.79,14
1271,Kevin Escobar,31,3.15,4
1272,Kimberly Lutz,23,1.83,20
1273,Reginald Diaz,22,12.37,14
1274,Raymond Quinn,36,18.62,20
1275,John Dixon,49,19.94,18
1276,Jonathan Bates,35,12.5,3
1277,Renee Mendez,25,1.2,1
1278,Jose Griffin,30,12.89,6
1279,Travis Hopkins,21,14.03,6
1280,Nancy Webb,13,15.83,13
1281,Daniel Freeman,45,2.52,17
1282,Jacob Williams,16,4.65,5
1283,Terry Ward,37,19.63,19
1284,Jesse Williams,25,15.77,12
1285,Mrs. Michele Boyd,15,15.13,6
1286,Sandy Baker,50,16.11,11
1287,Carrie Valdez,27,8.77,6
1288,Matthew Houston,3,3.86,6
1289,Jamie Solomon,21,13.78,18
1290,Heather Parrish,48,7.16,0
1291,Mr. Larry Shaw,31,2.69,11
1292,Christopher Jones,46,17.97,11
1293,Christine Lopez,25,9.71,0
1294,Mitchell Wilson,25,8.75,9
1295,Robert Cortez,43,5.89,9
1296,Mr. Daniel Martin,42,13.94,16
1297,Alison Williams,10,3.8,3
1298,Candace Soto,32,3.73,15
1299,Kenneth Brown,3,6.95,20
1300,Christopher Mullen,9,14.65,14
1301,Kristy Smith,33,5.51,13
1302,Mary Campbell,38,16.63,13
1303,Jerry Haney,22,18.29,11
1304,Carolyn Greer,7,11.09,11
1305,Rebecca Hoover,29,1.38,17
1306,Matthew Baker,7,3.1,13
1307,Grace Chavez,34,5.91,16
1308,Crystal Cruz,30,5.27,10
1309,Dale Heath,1,7.34,3
1310,Jennifer Hernandez,47,0.01,5
1311,John Mendez,10,12.76,14
1312,Richard Gordon,27,7.58,13
1313,John Anderson,42,3.71,11
1314,Samantha Prince,10,0.37,5
1315,Marie Boyd,5,17.14,17
1316,Andrew Moreno,31,15.52,19
1317,Robert Clarke,17,4.78,5
1318,Kevin Figueroa,22,14.42,17
1319,Melissa Davis,40,13.17,13
1320,John Hall,45,10.78,12
1321,Diane Mcdowell,26,7.75,9
1322,Colin Fletcher,42,10.48,13
1323,Laura Wilson,6,9.95,20
1324,Matthew Watts,22,11.03,9
1325,Jack Moore,44,12.26,19
1326,Dawn Wyatt,35,6.45,3
1327,Jacob Hill,25,12.82,2
1328,Nicole Gutierrez,21,2.21,3
1329,Karen Wood,41,10.46,2
1330,Dawn Parker,46,1.33,20
1331,Michael Fitzgerald,49,16.7,0
1332,Mary Adkins,32,2.6,19
1333,Michael Martin,35,17.47,13
1334,James Morgan,3,4.04,3
1335,Melissa Mann,40,9.71,15
1336,Vincent Smith,5,1.98,19
1337,Charles Frost,16,11.42,17
1338,Austin Walker,41,16.73,3
1339,Andrew Cruz,44,13.16,20
1340,Miss Kelly Dawson,19,10.52,14
1341,Theresa Wilkins,15,14.03,16
1342,Jessica Harris,48,5.12,18
1343,Regina Mitchell,6,7.33,1
1344,Kyle Black,28,12.12,9
1345,Christopher Johnson,7,1.42,13
1346,Aaron Moore,49,18.6,6
1347,Penny Gomez MD,41,4.17,7
1348,Kelly Mclaughlin,46,9.83,14
1349,Brandon Mitchell,7,17.8,17
1350,Suzanne Bailey,29,1.6,12
1351,Destiny Obrien,11,16.02,3
1352,Timothy Andrews,45,1.21,6
1353,Jason Rodriguez,20,11.16,15
1354,Edward Arroyo,2,18.76,3
1355,Tina Walter,3,8.32,11
1356,Laura Benson,21,7.38,14
1357,Kristine Carrillo,4,14.17,13
1358,Tonya Ellis,19,16.47,20
1359,Kevin Johnson,23,5.32,12
1360,Austin Schultz,24,0.81,0
1361,Megan Hall MD,28,1.41,11
1362,Kelli Smith,10,6.08,7
1363,Danielle Davis,16,18.89,16
1364,Samantha Jones,34,19.21,9
1365,Karen Gomez,27,1.94,8
1366,Debra Valentine,37,14.5,8
1367,Susan Porter,44,10.63,9
1368,Nicolas Salas,12,3.79,13
1369,Dale Wright,11,10.52,7
1370,Brittney Rodriguez,12,4.98,0
1371,Megan Alvarado,6,12.51,13
1372,Pamela Weaver,40,3.58,1
1373,John Oliver,25,14.98,0
1374,William Prince PhD,40,8.3,0
1375,William Moon IV,44,2.11,4
1376,Kenneth Brown,16,12.77,11
1377,Karen Fernandez,32,7.16,16
1378,Jennifer Parks,38,9.17,19
1379,William Wolfe,10,13.3,10
1380,Michael Smith,15,17.66,10
1381,Kevin Nguyen,30,3.34,5
1382,Debbie Dunn,41,3.61,18
1383,John Austin,17,8.03,13
1384,Jonathan Clark,30,6.75,7
1385,Jacqueline Dickerson,17,3.16,17
1386,Christopher Anderson,43,19.97,12
1387,Crystal Garcia,1,8.86,6
1388,David Reynolds,30,7.05,19
1389,Charles Haley,19,6.3,20
1390,Robert Thompson,44,19.83,12
1391,Dr. Samuel Holmes DDS,35,6.49,1
1392,Elizabeth Hart,11,7.43,18
1393,Jennifer Vaughn,5,15.28,13
1394,Robert Woods,29,8.61,4
1395,Joanna Cook,23,14.52,20
1396,Justin Frederick,38,12.17,12
1397,Alejandro Martinez,20,11.26,5
1398,Tracey Gonzalez,41,4.28,12
1399,Mariah Thompson,28,15.31,10
1400,Heather Nunez,45,18.52,16
1401,Dr. Steve James,17,5.08,5
1402,Mark Thomas,30,19.23,13
1403,Robert Rogers,20,8.95,7
1404,Laura Sweeney,13,7.94,3
1405,Christopher Perez,25,14.53,4
1406,Eddie Adams,31,19.66,16
1407,Denise Wallace,7,11.92,3
1408,Heidi Matthews,16,10.35,20
1409,Jennifer White,25,19.87,18
1410,Nicholas Stanley,37,6.04,12
1411,Mercedes Miller,23,6.01,20
1412,Brian Brown,37,4.44,8
1413,Kimberly Johnson,19,17.11,17
1414,Phillip Miller,45,0.43,5
1415,Christopher Pena,19,16.44,10
1416,Ellen Wright,2,13.79,6
1417,Mark Anderson,43,5.52,2
1418,Alyssa Alvarado,26,11.07,2
1419,Erika Alvarez,18,11.13,0
1420,Kimberly Nelson,1,18.52,13
1421,Wayne Wolfe,37,3.09,0
1422,Kyle Welch,44,0.75,20
1423,Kristy Mills,50,7.11,18
1424,Emily Reed,48,2.77,4
1425,Regina Ramos,4,7.34,0
1426,David Torres,39,11.64,19
1427,Robert Charles,48,4.66,17
1428,John Smith,32,16.22,2
1429,Theresa Woods,19,1.84,18
1430,Jeffrey Carter,50,8.0,12
1431,Adam Brooks,15,18.36,0
1432,Justin Foster,39,14.69,4
1433,Omar Price,23,14.47,14
1434,Dennis Henderson,15,15.86,20
1435,Phillip Kent,41,3.46,20
1436,Melinda Mitchell,13,16.51,11
1437,Rhonda Gutierrez,40,13.79,5
1438,Catherine Roberts,17,11.52,7
1439,Lisa Nelson,44,18.15,20
1440,Chelsea Smith,49,11.9,7
1441,Joseph Lopez,47,6.01,9
1442,Derrick Espinoza,50,14.62,6
1443,Crystal Hernandez,43,11.53,17
1444,Glenn Collins DDS,44,1.57,7
1445,Mrs. Raven Rivera DVM,9,1.12,12
1446,Amy Rowe,41,15.42,8
1447,John Lee,7,6.96,1
1448,Ruth Clayton,41,16.34,8
1449,Randy Wright,42,8.33,2
1450,Jessica Rojas,3,17.36,4
1451,Joel Wise,20,17.4,20
1452,Vickie Kennedy,29,4.53,0
1453,Emily Morris,3,13.06,20
1454,Amanda Pineda,38,12.05,18
1455,Dawn Little,24,0.23,3
1456,Stephen Boyer,47,15.55,3
1457,Brian Chen,9,7.65,14
1458,Christopher Hill,6,6.1,19
1459,Richard Smith,19,0.82,3
1460,Richard Alvarez,21,10.8,3
1461,Jacqueline Davis,48,2.99,4
1462,Brandon Montgomery,27,10.05,9
1463,Yolanda Garrett,12,4.42,8
1464,Matthew Miles,13,1.01,5
1465,Beth Hall,9,14.63,2
1466,Dr. Nicole Trujillo,35,7.86,2
1467,Corey Norris,24,8.91,15
1468,Chad Roach,34,11.9,11
1469,Mr. Edward Terry,33,10.09,6
1470,Cody Bailey,18,4.44,12
1471,Denise Guerra,11,5.8,3
1472,Kristen Jones,17,7.89,15
1473,Edward Baker,31,2.64,0
1474,Aaron Little,19,1.65,13
1475,Cody Smith,48,11.43,2
1476,Patty Allen,22,0.99,15
1477,Mary Ryan,8,7.98,20
1478,Joseph Jimenez,30,1.7,2
1479,Lisa Morris,5,10.04,6
1480,Ashley Mills,10,15.48,13
1481,Russell Anderson,49,2.61,12
1482,Christina Washington,15,2.7,10
1483,Kenneth Huff,44,11.19,20
1484,Kelly Miles,47,9.76,14
1485,Jacob Obrien,44,13.04,5
1486,Timothy Clark,26,3.92,5
1487,Steve Miller PhD,36,12.32,9
1488,Justin Hurley,24,14.71,0
